"","Artist","Songs","Decade","Links"
"180","Marvin Gaye","Heard It Through The Grapevine",1960,"/theorytab/view/marvin-gaye/heard-it-through-the-grapevine"
"181","the rolling stones",NA,1960,NA
"182","bobby rydell",NA,1960,NA
"183","the marvelettes",NA,1960,NA
"184","Aretha Franklin","I Say A Little Prayer",1960,"/theorytab/view/aretha-franklin/i-say-a-little-prayer"
"185","Aretha Franklin","Respect",1960,"/theorytab/view/aretha-franklin/respect"
"186","Aretha Franklin","Chain of fools",1960,"/theorytab/view/aretha-franklin/chain-of-fools"
"187","Aretha Franklin","Think",1960,"/theorytab/view/aretha-franklin/think"
"188","Aretha Franklin","I Say A Little Prayer",1960,"/theorytab/view/aretha-franklin/i-say-a-little-prayer"
"189","Aretha Franklin","Respect",1960,"/theorytab/view/aretha-franklin/respect"
"190","Aretha Franklin","Chain of fools",1960,"/theorytab/view/aretha-franklin/chain-of-fools"
"191","Aretha Franklin","Think",1960,"/theorytab/view/aretha-franklin/think"
"192","johnny tillotson",NA,1960,NA
"193","Andy Williams","Speak Softly Love - The Godfather Theme",1960,"/theorytab/view/andy-williams/speak-softly-love---the-godfather-theme"
"194","jerry butler",NA,1960,NA
"195","the dave clark five",NA,1960,NA
"196","bobby vee",NA,1960,NA
"197","Bee Gees","Stayin' Alive",1970,"/theorytab/view/bee-gees/stayin-alive"
"198","Bee Gees","To Love Somebody",1970,"/theorytab/view/bee-gees/to-love-somebody"
"199","Bee Gees","How Deep Is Your Love",1970,"/theorytab/view/bee-gees/how-deep-is-your-love"
"200","Bee Gees","Tragedy",1970,"/theorytab/view/bee-gees/tragedy"
"201","Bee Gees","Night Fever",1970,"/theorytab/view/bee-gees/night-fever"
"202","Bee Gees","Fanny Be Tender With My Love",1970,"/theorytab/view/bee-gees/fanny-be-tender-with-my-love"
"203","Bee Gees","Holiday",1970,"/theorytab/view/bee-gees/holiday"
"204","Chicago","Hard To Say Im Sorry",1970,"/theorytab/view/chicago/hard-to-say-im-sorry"
"205","Sufjan Stevens","Chicago",1970,"/theorytab/view/sufjan-stevens/chicago"
"206","Chicago","Colour My World",1970,"/theorytab/view/chicago/colour-my-world"
"207","Chicago","25 or 6 to 4",1970,"/theorytab/view/chicago/25-or-6-to-4"
"208","Chicago","You're The Inspiration",1970,"/theorytab/view/chicago/youre-the-inspiration"
"209","Robert Johnson","Sweet Home Chicago",1970,"/theorytab/view/robert-johnson/sweet-home-chicago"
"210","Chicago","Perfect Dark - Chicago Stealth",1970,"/theorytab/view/grant-kirkhope/perfect-dark---chicago-stealth"
"211","Chicago","Feelin' Stronger Every Day",1970,"/theorytab/view/chicago/feelin-stronger-every-day"
"212","Grant Kirkhope","Saturday in the Park",1970,"/theorytab/view/chicago/saturday-in-the-park"
"213","Elton John","Tiny Dancer",1970,"/theorytab/view/elton-john/tiny-dancer"
"214","Elton John","Can You Feel the Love Tonight",1970,"/theorytab/view/elton-john/can-you-feel-the-love-tonight"
"215","Elton John","Your Song",1970,"/theorytab/view/elton-john/your-song"
"216","Elton John","Crocodile Rock",1970,"/theorytab/view/elton-john/crocodile-rock"
"217","Elton John","Levon",1970,"/theorytab/view/elton-john/levon"
"218","Elton John","The Oven Instructions Song",1970,"/theorytab/view/elton-john/the-oven-instructions-song"
"219","Elton John","Yellow Brick Road",1970,"/theorytab/view/elton-john/yellow-brick-road"
"220","Elton John","Nikita",1970,"/theorytab/view/elton-john/nikita"
"221","Elton John","Don't Let The Sun Go Down On Me",1970,"/theorytab/view/elton-john/dont-let-the-sun-go-down-on-me"
"222","Elton John","Love Song",1970,"/theorytab/view/elton-john/love-song"
"223","Elton John","Daniel",1970,"/theorytab/view/elton-john/daniel"
"224","Elton John","Sorry Seems To Be The Hardest Word",1970,"/theorytab/view/elton-john/sorry-seems-to-be-the-hardest-word"
"225","Elton John","Rocket Man",1970,"/theorytab/view/elton-john/skyline-pigeon"
"226","Elton John","Benny and the Jets",1970,"/theorytab/view/elton-john/goodbye-yellow-brick-road"
"227","Elton John","Skyline Pigeon",1970,"/theorytab/view/elton-john/rocket-man"
"228","Elton John","Goodbye Yellow Brick Road",1970,"/theorytab/view/elton-john/benny-and-the-jets"
"229","The Carpenters","Close To You",1970,"/theorytab/view/the-carpenters/close-to-you"
"230","The Carpenters","Only Yesterday",1970,"/theorytab/view/the-carpenters/only-yesterday"
"231","The Carpenters","We've Only Just Begun",1970,"/theorytab/view/the-carpenters/weve-only-just-begun"
"232","Elvis Presley","Can't Help Falling In Love",1970,"/theorytab/view/elvis-presley/cant-help-falling-in-love"
"233","Elvis Presley","I Can't Help Falling In Love",1970,"/theorytab/view/elvis-presley/i-cant-help-falling-in-love"
"234","Elvis Presley","Love Me Tender",1970,"/theorytab/view/elvis-presley/love-me-tender"
"235","Elvis Presley","Hound Dog",1970,"/theorytab/view/elvis-presley/hound-dog"
"236","Elvis Presley","Don't Be Cruel",1970,"/theorytab/view/elvis-presley/dont-be-cruel"
"237","Elvis Presley","Suspicious Minds",1970,"/theorytab/view/elvis-presley/thats-alright"
"238","Elvis Presley","You Were Always On My Mind",1970,"/theorytab/view/elvis-presley/suspicious-minds"
"239","Elvis Presley","If I Can Dream",1970,"/theorytab/view/elvis-presley/you-were-always-on-my-mind"
"240","Elvis Presley","That's Alright",1970,"/theorytab/view/elvis-presley/if-i-can-dream"
"241","james brown",NA,1970,NA
"242","gladys knight and the pips",NA,1970,NA
"243","helen reddy",NA,1970,NA
"244","Stevie Wonder","Sir Duke",1970,"/theorytab/view/stevie-wonder/sir-duke"
"245","Stevie Wonder","Superstition",1970,"/theorytab/view/stevie-wonder/superstition"
"246","Stevie Wonder","My Cheri Amour",1970,"/theorytab/view/stevie-wonder/my-cheri-amour"
"247","Stevie Wonder","Boogie On Reggae Woman",1970,"/theorytab/view/stevie-wonder/boogie-on-reggae-woman"
"248","Stevie Wonder","Ribbon In The Sky",1970,"/theorytab/view/stevie-wonder/ribbon-in-the-sky"
"249","Stevie Wonder","Livin For The City",1970,"/theorytab/view/stevie-wonder/livin-for-the-city"
"250","Stevie Wonder","Think Of Me As Your Soldier",1970,"/theorytab/view/stevie-wonder/think-of-me-as-your-soldier"
"251","Stevie Wonder","I Wish",1970,"/theorytab/view/stevie-wonder/i-wish"
"252","Stevie Wonder","You Are The Sunshine Of My Life",1970,"/theorytab/view/stevie-wonder/you-are-the-sunshine-of-my-life"
"253","Stevie Wonder","For Once In My Life",1970,"/theorytab/view/stevie-wonder/for-once-in-my-life"
"254","Stevie Wonder","Overjoyed",1970,"/theorytab/view/stevie-wonder/as"
"255","Stevie Wonder","As",1970,"/theorytab/view/stevie-wonder/isnt-she-lovely"
"256","Stevie Wonder","Isn't She Lovely",1970,"/theorytab/view/stevie-wonder/loves-in-need-of-love-today"
"257","Stevie Wonder","Love's In Need of Love Today",1970,"/theorytab/view/stevie-wonder/overjoyed"
"258","neil diamond",NA,1970,NA
"259","John Denver","Take Me Home - Country Roads",1970,"/theorytab/view/john-denver/take-me-home---country-roads"
"260","John Denver","Annie's Song",1970,"/theorytab/view/john-denver/annies-song"
"261","John Denver and The Muppets","12 Days of Christmas",1970,"/theorytab/view/john-denver-and-the-muppets/12-days-of-christmas"
"262","John Denver","Leaving On A Jet Plane",1970,"/theorytab/view/john-denver/leaving-on-a-jet-plane"
"263","John Denver","Take Me Home Country Roads",1970,"/theorytab/view/john-denver/take-me-home-country-roads"
"264","earth, wind & fire",NA,1970,NA
"265","John Travolta and Olivia Newton-John","Summer Nights",1970,"/theorytab/view/john-travolta-and-olivia-newton-john/summer-nights"
"266","Olivia Newton-John","Twist of Fate",1970,"/theorytab/view/olivia-newton-john/twist-of-fate"
"267","Olivia Newton-John","Magic",1970,"/theorytab/view/olivia-newton-john/magic"
"268","Olivia Newton-John","Xanadu",1970,"/theorytab/view/olivia-newton-john/xanadu"
"269","Barry Manilow","I Don't Want To Talk Without You",1970,"/theorytab/view/barry-manilow/i-dont-want-to-talk-without-you"
"270","Barry Manilow","Mandy",1970,"/theorytab/view/barry-manilow/mandy"
"271","Barry Manilow","I Write the Songs",1970,"/theorytab/view/barry-manilow/i-write-the-songs"
"272","electric light orchestra",NA,1970,NA
"273","linda ronstadt",NA,1970,NA
"274","Eagles","Hotel California",1970,"/theorytab/view/eagles/hotel-california"
"275","Eagles","Desperado",1970,"/theorytab/view/eagles/desperado"
"276","The Eagles","Take It To The Limit",1970,"/theorytab/view/the-eagles/take-it-to-the-limit"
"277","The Eagles","Take It Easy",1970,"/theorytab/view/the-eagles/take-it-easy"
"278","three dog night",NA,1970,NA
"279","Al Green","Let's Stay Together",1970,"/theorytab/view/al-green/lets-stay-together"
"280","Redgum","I Was Only 19 - A Walk In The Light Green",1970,"/theorytab/view/redgum/i-was-only-19---a-walk-in-the-light-green"
"281","Hank Green","It All Makes Sense at the End",1970,"/theorytab/view/hank-green/it-all-makes-sense-at-the-end"
"282","ZUN","Green-Eyed Jealousy",1970,"/theorytab/view/zun/green-eyed-jealousy"
"283","Green Day","Brutal Love",1970,"/theorytab/view/green-day/brutal-love"
"284","The Green Orbs","Ponies and Balloons",1970,"/theorytab/view/alan-menken/somewhere-thats-green-from-little-shop-of-horrors"
"285","Alan Menken","Somewhere That's Green from Little Shop of Horrors",1970,"/theorytab/view/real-estate/green-aisles"
"286","Real Estate","Green Aisles",1970,"/theorytab/view/animal-collective/for-reverend-green"
"287","Animal Collective","For Reverend Green",1970,"/theorytab/view/the-green-orbs/ponies-and-balloons"
"288","the doobie brothers",NA,1970,NA
"289","The Spinners","Working My Way Back to You Babe",1970,"/theorytab/view/the-spinners/working-my-way-back-to-you-babe"
"290","Jackson 5","I Want You Back",1970,"/theorytab/view/jackson-5/i-want-you-back"
"291","Jackson 5","Blame It On The Boogie",1970,"/theorytab/view/jackson-5/blame-it-on-the-boogie"
"292","Jackson 5","I Wanna Be Where You Are",1970,"/theorytab/view/jackson-5/i-wanna-be-where-you-are"
"293","Jackson 5","Rockin Robin",1970,"/theorytab/view/jackson-5/rockin-robin"
"294","Diana Ross","It's Your Move",1970,"/theorytab/view/diana-ross/its-your-move"
"295","Diana Ross","If We Hold On Together",1970,"/theorytab/view/diana-ross/if-we-hold-on-together"
"296","Diana Ross","Upside Down",1970,"/theorytab/view/diana-ross/upside-down"
"297","Kow Otani","The Wings of a Boy Who Killed Adolescence",1970,"/theorytab/view/kow-otani/the-wings-of-a-boy-who-killed-adolescence"
"298","Paul McCartney and Wings","Live And Let Die",1970,"/theorytab/view/paul-mccartney-and-wings/live-and-let-die"
"299","Smashing Pumpkins","Bullet With Butterfly Wings",1970,"/theorytab/view/smashing-pumpkins/bullet-with-butterfly-wings"
"300","Birdy","Wings",1970,"/theorytab/view/birdy/wings"
"301","Paul McCartney and Wings","Silly Love Songs",1970,"/theorytab/view/paul-mccartney-and-wings/silly-love-songs"
"302","Tom Swoon","Wings - Myon and Shane 54 Summer of Love Mix",1970,"/theorytab/view/tom-swoon/wings---myon-and-shane-54-summer-of-love-mix"
"303","Little Wings","Grow Wings",1970,"/theorytab/view/grey/wings-clipped"
"304","JynX","Spread Your Wings",1970,"/theorytab/view/little-wings/look-at-what-the-light-did-now"
"305","Maxo","Wings Clipped",1970,"/theorytab/view/jynx/burning-of-the-little-birds-black-wings"
"306","Queen","Look At What The Light Did Now",1970,"/theorytab/view/maxo/grow-wings"
"307","Grey","Burning of the Little Birds' Black Wings",1970,"/theorytab/view/queen/spread-your-wings"
"308","Commodores","Easy",1970,"/theorytab/view/commodores/easy"
"309","Commodores","Sail On",1970,"/theorytab/view/commodores/sail-on"
"310","Commodores","Easy",1970,"/theorytab/view/commodores/easy"
"311","Commodores","Sail On",1970,"/theorytab/view/commodores/sail-on"
"312","Rod Stewart","Young Turks",1970,"/theorytab/view/rod-stewart/young-turks"
"313","the isley brothers",NA,1970,NA
"314","ABBA","Mamma Mia",1970,"/theorytab/view/abba/mamma-mia"
"315","ABBA","Dancing Queen",1970,"/theorytab/view/abba/dancing-queen"
"316","ABBA","SOS",1970,"/theorytab/view/abba/sos"
"317","ABBA","So Long",1970,"/theorytab/view/abba/so-long"
"318","ABBA","Money Money Money",1970,"/theorytab/view/abba/money-money-money"
"319","ABBA","Knowing Me Knowing You",1970,"/theorytab/view/abba/knowing-me-knowing-you"
"320","ABBA","Waterloo",1970,"/theorytab/view/abba/waterloo"
"321","ABBA","The Day Before You Came",1970,"/theorytab/view/abba/the-day-before-you-came"
"322","ABBA","Gimme Gimme Gimme A Man After Midnight",1970,"/theorytab/view/abba/gimme-gimme-gimme-a-man-after-midnight"
"323","Black Sabbath","Symptom of the Universe",1970,"/theorytab/view/black-sabbath/symptom-of-the-universe"
"324","ABBA","Lay All Your Love On Me",1970,"/theorytab/view/abba/lay-all-your-love-on-me"
"325","Black Sabbath","Paranoid",1970,"/theorytab/view/black-sabbath/paranoid"
